RESPALDO DE PRODUCTOS - 20-04-2026 16:38
Servidor: 192.168.0.100 | Base de datos: dbecosur | Total: 34118 productos
==============================================================================================================
ID       DESCRIPCION                                                         PVP_SUGERIDO EST    CODIGOS_BARRA
40240    AC.BORICO PVO.10GR                                                             - ACTV   2011180350609
8925     AC.BORICO PVO.10GR.                                                         $370 ACTV   1167|7805357001167|7805633180043|7806130007772|80100027
14451    AC.BORICO PVO.250GR.                                                           - ACTV   7805357001501
41239    AC.FOLICO 1MG.30COM. BADEN                                               $26,390 ACTV   7800078000703
41548    AC.MEFENAMIC.COM.500MG10*                                                 $1,990 ACTV   1992244
45741    AC.MEFENAMIC.COM.500MG10*                                                 $1,990 ACTV   7800018600413
9547     AC.MEFENAMICO 500MG.10COM.EUROMED                                         $1,870 ACTV   7800046003217
8926     AC.SALICILICO 1GR.                                                             - ACTV   7805357001174|80103226
39031    AC.SALICILICO 1GR.                                                             - ACTV   1548879048659
23597    AC.VALPROICO 200MG.30COM. ANDROMACO                                       $6,990 ACTV   7800018157016
28544    AC.VALPROICO 500MG.30COM.                                                 $8,170 ACTV   7800018157023
23508    AC.VALPROICO GTS.25ML. ANDROMACO                                          $8,140 ACTV   7800018157030
21022    ACABEL 8 MG X 10 COMP                                                     $8,645 ACTV   7800055000061
21023    ACABEL 8 MG X 3 AMP                                                      $13,500 ACTV   7800055000139
17192    ACAMOL 100MG.15ML.GOTAS  PARACET                                            $960 ACTV   7800046000117
32302    ACAMOL 500MG.24COM.                                                            - ACTV   7800046004092
39344    ACAMOL 500MG.24COM.                                                            - ACTV   7800046000124
6932     ACANTEX 1 GR IM                                                          $28,190 ACTV   7800031110319
6933     ACANTEX 1 GR IV                                                          $40,990 ACTV   7800031001570|7800031110234
45394    ACANTEX AMP.IV.1,0GR.1                                                   $38,850 ACTV   7792371003515
5930     ACASMUL 60 MG 60 COMPR                                                   $13,525 ACTV   7800059103102
5929     ACASMUL 60MG.20COM.                                                       $5,730 ACTV   7800059103058
5931     ACASMUL 90 90MG X 20                                                      $9,390 ACTV   7800059103157
48044    ACCESS.BY LIMA SAFIRO: D                                                  $1,990 ACTV   7805633012375
48050    ACCESS.BY.ALICA.CORTACU.J                                                 $5,990 ACTV   7805633012436
48055    ACCESS.BY.CEP.UNAS O                                                      $1,990 ACTV   7805633012481
48049    ACCESS.BY.CORTACUTICUL.I                                                  $1,690 ACTV   7805633012429
48062    ACCESS.BY.CORTAU.A/D.MN.X                                                 $2,990 ACTV   7805633012566
48063    ACCESS.BY.CORTAU.A/D.PI.Y                                                 $2,990 ACTV   7805633012573
48042    ACCESS.BY.CORTAUN.MANOS B                                                 $2,990 ACTV   7805633012351
48043    ACCESS.BY.CORTAUNA.PIES C                                                 $2,490 ACTV   7805633012368
48051    ACCESS.BY.ENCR.PESTANAS K                                                 $4,490 ACTV   7805633012443
48061    ACCESS.BY.ESPEJO 10X V                                                    $2,990 ACTV   7805633012542
48046    ACCESS.BY.LIMA 3 EN 1 F                                                   $2,690 ACTV   7805633012399
48057    ACCESS.BY.LIMA BLO.4EN1 R                                                 $1,990 ACTV   7805633012504
48058    ACCESS.BY.LIMA PIES S                                                     $2,790 ACTV   7805633012511
48045    ACCESS.BY.LIMA UNAS X2 E                                                  $2,990 ACTV   7805633012382
48052    ACCESS.BY.LIMA UNAS X20 L                                                 $2,590 ACTV   7805633012450
48053    ACCESS.BY.PALO.CUTIC.12 M                                                 $1,490 ACTV   7805633012467
48048    ACCESS.BY.PIEDRA POMEZ H                                                  $1,490 ACTV   7805633012412
48060    ACCESS.BY.PINZ.CUAD+ANG.U                                                 $1,590 ACTV   7805633012535
48041    ACCESS.BY.PINZA ANGU.A                                                    $1,990 ACTV   7805633012344
48059    ACCESS.BY.REMOV.CALLOS T                                                  $3,990 ACTV   7805633012528
48056    ACCESS.BY.SET MANI.4PZ.P                                                  $3,990 ACTV   7805633012498
48054    ACCESS.BY.SET MANI.6PZ.N                                                  $3,990 ACTV   7805633012474
48047    ACCESS.BY.SET PEDI.6PZ.G                                                  $3,990 ACTV   7805633012405
21526    ACCOLATE 10 MG X 28 COMP                                                 $12,665 ACTV   5000455017412
21525    ACCOLATE 20 MG X 28 COMP                                                 $15,990 ACTV   5000455006560
32435    ACCU-CHECK ACTIVE 25TIRAS                                                $20,990 ACTV   1009106|4015630056422|4015630065233|4015630070367
27875    ACCU-CHECK ACTIVE 50TIRAS                                                $40,490 ACTV   4015630064519|4015630070350
31979    ACCU-CHECK ACTIVE KIT                                                    $31,490 ACTV   4015630065929
33489    ACCU-CHECK PERFORMA TIRA 25UN                                            $39,890 ACTV   4015630981960
35797    ACCU-CHECK SOFTCLIX LANCETAS 200UD.                                      $62,090 ACTV   4015630006779
44112    ACCU-CHEK COMBO KIT P-ROW                                               $282,660 ACTV   4015630884865
44111    ACCU-CHEK COMBO SERV.PACK                                                $21,390 ACTV   4015630883103
44106    ACCU-CHEK FASTC.LANCE.102                                                $41,390 ACTV   4015630058501
44107    ACCU-CHEK FASTCL.LANCE.24                                                $12,090 ACTV   4015630058518
44113    ACCU-CHEK FLEX6/30 SET.10                                               $108,480 ACTV   4015630887912
44114    ACCU-CHEK FLEX6/60 SET.10                                               $108,480 ACTV   4015630887989
44115    ACCU-CHEK FLEX6/80 SET.10                                               $108,480 ACTV   4015630887996
44103    ACCU-CHEK FLEX8/60 SET.10                                               $108,480 ACTV   4015630049837
44104    ACCU-CHEK FLEX8/80 SET.10                                               $108,480 ACTV   4015630049844
44116    ACCU-CHEK FLEXL.CAN6 X10                                                 $55,000 ACTV   4015630888603
44105    ACCU-CHEK FLEXL.CAN8 X10                                                 $54,490 ACTV   4015630049905
44109    ACCU-CHEK INSTAN TIRAS.50                                                $51,490 ACTV   4015630067084
44108    ACCU-CHEK INSTAN.TIRAS 25                                                $28,990 ACTV   4015630067077
40662    ACCU-CHEK INSTANT KIT                                                    $32,990 ACTV   4015630068265
44110    ACCU-CHEK INSTANT KIT                                                    $32,390 ACTV   4015630067398
44097    ACCU-CHEK LANCETAS 200                                                   $58,490 ACTV   4015630000586
44099    ACCU-CHEK LANCETAS 200                                                   $58,490 ACTV   4015630002818
44100    ACCU-CHEK LANCETAS 200                                                   $58,490 ACTV   4015630011384
44101    ACCU-CHEK LANCETAS 200                                                   $58,490 ACTV   4015630018260
44102    ACCU-CHEK LINK ASS.APLIC.                                                $45,840 ACTV   4015630048601
44117    ACCU-CHEK PERFORM.TIRAX50                                                $57,890 ACTV   4015630980512
28928    ACCU-CHEK PERFORMA NANO KIT                                              $37,990 ACTV   4015630980932|4015630982530
28941    ACCU-CHEK PERFORMA TIRA 50UN.                                            $58,490 ACTV   4015630981977
50082    ACCUALAXAN POLVO SBR X 7                                                 $17,090 ACTV   7800059006878
5705     ACCUPRIL 10MG.28COM.                                                     $19,740 ACTV   7702134502322|7800001004518|7800002010617
44098    ACCUTREND GLUCOSA TIRA 25                                                $17,990 ACTV   4015630000609
24237    ACEBRON 4MG.20COM.                                                       $21,390 ACTV   7800026660089
38239    ACECNOU GRANULOS SOL 3G                                                  $29,990 ACTV   8436024610987
6433     ACEITE AJO+PEREJIL 40CAP. SUPLALIM                                             - ACTV   7803501000028
38999    ACEITE AJO+PEREJIL 40CAP. SUPLALIM                                             - ACTV   7804616660466 
8918     ACEITE COCO 60ML                                                            $550 ACTV   7805357100020|7805633170037|80070146|891900
37507    ACEITE COCO ORG.VIRGEN COMEST. 355ML                                           - ACTV   733739017253
38904    ACEITE DE ALMENDRA 250ML                                                       - ACTV   7896019201025
14885    ACEITE DE BACALAO 60 CAP.                                                      - ACTV   7805357004014
38398    ACEITE DE CANNABIS 30 ML                                                       - ACTV   7804631370104
38931    ACEITE DE COCO 1000 ML                                                         - ACTV   7184424191360
38316    ACEITE DE COCO 250ML                                                           - ACTV   (sin codigo)
38930    ACEITE DE COCO 500 ML                                                     $2,990 ACTV   4000097688866
38705    ACEITE DE COCO 60CAP HG                                                        - ACTV   360500|8511221826316360500
50000    ACEITE DE COCO X 250 ML GREEN MED(VIDRIO)                                      - ACTV   2000000976884
38903    ACEITE DE NUEZ 250ML                                                           - ACTV   7896283001260
50023    ACEITE DE OREGANO X 30 ML                                                      - ACTV   7804679370272
50173    ACEITE DE OREGANO X 30 ML GREEN MEDICAL                                        - ACTV   659525184223
13675    ACEITE DE PALTA X60 TAB.                                                       - ACTV   5854415804624
38905    ACEITE DE PEPITA UVA 250ML                                                     - ACTV   7896523209432
18646    ACEITE PESC EPA 1000 X 30                                                      - ACTV   271002
8920     ACEITE RICINO FRUTILLA 20ML. VALMA                                        $2,520 ACTV   7800044000430
8921     ACEITE RICINO MENTA 20ML. VALMA                                           $2,240 ACTV   7800044000423|7800046006607
8922     ACEITE RICINO PURO 20ML.VALMA                                             $2,240 ACTV   7800044000416|7800046006508
5278     ACEITE ROSA MOSQ 15ML (COESAM)                                            $4,890 ACTV   7804952100015|7804952204058
29828    ACEMUK PVO.JBE.100MG/5ML                                                 $14,390 ACTV   7795380000872
22397    ACENOX 4 MG X 20 COMP                                                    $11,705 ACTV   7800068010064
16801    ACEPRAN 0.5MG.30COM.DISP.                                                 $5,490 ACTV   7800018161594
25667    ACEPRAN 1MG.30COM.DIS.                                                    $8,490 ACTV   7800018162737
15958    ACEPRAN 2.5MG/ML.GTS.                                                    $13,390 ACTV   7800018121321
13074    ACEPRAN 2MG.30COM.                                                        $7,490 ACTV   7800018123462
16802    ACEPRAN 2MG.30COM.DISP.                                                  $11,760 ACTV   7800018162744
6589     ACERDIL 10MG.30COM.REC.                                                  $27,090 ACTV   7800026015261
6590     ACERDIL 20MG.30COM.REC.                                                  $37,590 ACTV   7800026019184
6591     ACERDIL 5MG.30COM.REC.                                                   $16,190 ACTV   7800026015223
6592     ACERDIL D 20/12,5MG.30COM.REC.                                           $38,790 ACTV   7800026015278
9541     ACETAZOLAMIDA 250MG.20COM                                                 $5,090 ACTV   7800007112583|7800034517672|7800063111032
